en,zu,source
"However, the Judiciary failed to pay rent and parking fees, which has accrued to USD 1.2 million and Sh22.4 million respectively as at March 31, 2015, which led to the dispute spilling over to the Environment and Lands Court in 2016.","Yize kunjalo, Amajaji ahlulekile ukukhokha imali yerenti neyokupaka izimoto, esize yafika ezigidini ezingu-USD 1.2 zemali yerenti nasezigidini ezingu-Sh22.4 zemali yokupaka izimoto kusukela ngomhla zingama-31 Mashi 2015, okwaholela ekutheni ingxabano ikapakele eNkantolo Yezemvelo Nemihlaba ngo-2016.",News Crawl 2019
"In each of these situations, though, there are big underlying differences between the early 1970s and now. Understanding those differences is important in properly understanding the world economy in 2019 and the risks posed by this combination of events.","Noma kunjalo, kulezi zimo ngasinye kunomehluko omkhulu okhona ofihlekile phakathi kwamanje naseminyakeni yokuqala yawo 1970. Ukuqonda mayelana nalo mehluko kubalulekile ukuthi uqonde kahle mayelana nezomnotho emhlabeni wonke ngonyaka ka-2019 kanye nezingozi ezibeka engcupheni inhlanganisela yalezi zinto.",News Crawl 2019
"Mr Walker, who has admitted to his own mental health issues, called on the Government to act quickly. ""This has been overlooked for too long and we can't let this suffering continue,"" he said.","UMnu Walker, ovumile mayelana nezinkinga zakhe zempilo yengqondo, unxuse uHulumeni ukuthi athathe isinyathelo ngokushesha. ""Lokhu bekulokhu kushaywa indiva isikhathi eside kakhulu futhi asikwazi ukuvumela ukuthi lokhu kuhlupheka kuqhubeke,"" kusho yena.",News Crawl 2019
Vineyards proliferate like a patchwork tapestry throughout the countryside and nestled in the Abbey in Eperney lie the remains of Dom Perignon - the monk who it is claimed invented the method for making Champagne.,Izivini zanda njengesiqeshana se-patchwork tapestry kuyo yonke indawo yasemaphandleni nezakhiwe e-Abbey e-Eperney kulele amathambo kaDom Perignon - yindela lesilisa okuthiwa nguye owasungula indlela yokwenza iChampagne.,News Crawl 2019
Uganda has once again found herself having to deal with Ebola after the ministry of health confirmed that three people who crossed from DR Congo into the country had been tested and found to have the virus.,I-Uganda isiphinde yazithola isibhekene ne-Ebola ngemuva kokuthi umnyango wezempilo ukuqinisekisile ukuthi abantu abathathu abasuka eDR Congo bangena kuleli lizwe sebehloliwe kwatholakala ukuthi banalo leli gciwane.,News Crawl 2019
"It's obfuscation,"" she said.","“Akucacile,” kusho yena.",News Crawl 2019
"Washington has touted exports of U.S. liquefied natural gas, or LNG, to provide Europe alternatives to gas pipelined from Russia.","IWashington yeseke ukuthunyelwa kwegesi yemvelo eyenziwe yaba wuketshezi yase-U.S., noma i-LNG, ngenhloso yokuhlinzeka i-Yurophu ngokunye okwehlukile kwigesi ephuma kwelase-Russia.",News Crawl 2019
Baby monkeys play on a wall of India's parliament in New Delhi.,Izinkawu ezisencane zidlala odongeni lwasephalamende yasoNdiya eNew Delhi.,News Crawl 2019
Can I dodge dementia completely?,Ngingakwazi yini ukugwema ukuba ne-dementia ngokuphelele?,News Crawl 2019
"After practicing singles the past few weeks, Murray felt good enough to give it a go.","Ngemuva kokuprakthiza ukudlala ngabanye emasontweni ambalwa edlule, uMurray uzizwe esekulungele kahle ukudlala.",News Crawl 2019
"""""I don't know if it's ever happened that someone just comes in and joins the final,"""" the world No.51 said on Wednesday.","""Angazi noma kuyenzeka yini ukuthi umuntu avele angene nje emdlalweni wamanqamu,"" ""kusho uNombolo 51 womhlaba ngoLwesithathu.",News Crawl 2019
"More than a dozen supporters showed up outside the court on Wednesday, some holding signs saying, ""Zero tolerance for workplace harassment in Japan.""","Abalandeli abangaphezu kweshumi bavele ngaphandle kwenkantolo ngoLwesithathu, abanye bephethe izimpawu ezithi, ""Phansi ngokubekezelela ukuhlukunyezwa kwabantu emsebenzini eJapan.""",News Crawl 2019
"In 2015, for example, there were 7.9 practicing nurses and 2.6 practicing physicians for every 1,000 Americans, compared to the OECD medians of 9.9 nurses and 3.2 physicians.","Ngo-2015, ngokwesibonelo, kwakunabahlengikazi abawu-7.9 kanye nodokotela abawu-2.6 kubantu abangu-1 000 baseMelika, uma kuqhathaniswa nesilinganiso se-OECD sabahlengikazi abangu-9.9 nodokotela abangu-3.2.",News Crawl 2019
"Meanwhile, halve the avocado and remove the stone.","Okwamanje, sika ukwatapheya phakathi naphakathi bese ukhipha indumbuluzi.",News Crawl 2019
"""We realised they could work together so we were able to do it quickly because it was an act of adaption as much as an original writing.""","""Sibonile ukuthi bangasebenzisana yigakho sikwazile ukukwenza ngokushesha ngoba asiqalanga phansi kodwa sisebenzise kakhulu umbhalo obuvele ukhona.""",News Crawl 2019
"As they tuned the QCL, the frequency of terahertz waves also shifted, across a wide range.","Ngesikhathi bevulela isiteshi somsakazo i-QCL, ifrikhwensi ye-terahertz nayo yashintsha, yasabalala ngobubanzi.",News Crawl 2019
Brett McGurk is showing no such deference.,UBrett McGurk akakhombisi inhlonipho enjalo.,News Crawl 2019
"Roberts confessed to the crime when questioned by police and was subsequently arrested, WFAA reported.","URoberts walivuma icala ngesikhathi ebuzwa ngamaphoyisa wabe eseboshwa emva kwalokho, kubika i-WFAA.",News Crawl 2019
"But in 1929, according to historian William E. Leuchtenburg, 36,000 families - the top 0.1% of that era - received as much income as the bottom 12 million households, or 42%.)","Kepha ngo-1929, ngokusho kwesazi sezomlando uWilliam E. Leuchtenburg, imindeni eyizi-36,000 - engu-0.1% eyayisezingeni eliphezulu ngaleyo nkathi - yayihola imali eyayithi mayilingane neyemindeni esezingeni eliphansi eyizigidi eziyi-12, noma engu-42%.)",News Crawl 2019
Are there literally ... no other actors alive?,Ingabe ngempela...abekho abanye abalingisi abasaphila?,News Crawl 2019
"I'm going to go and practice in a sauna somewhere, it was so hot, I was really uncomfortable.","Ngizoyongena kwi-sauna ekwenye indawo, bekushisa kakhulu, bengingakhululekile ngempela.",News Crawl 2019
"Responding to one, he replied: ""What is a commie hat? I wear a cap! It's a bit like when I was told I was riding a Maoist bicycle. It's a bicycle!""","Ngesikhathi ephendula omunye, wathi: Yisigqoko esinjani esibizwa nge-commie? Ngigqoka ikepisi! Kucishe kufane nangalesi sikhathi ngitshelwa ukuthi ngigibele ibhayisikili lohlobo lwe-Maoist Yibhayisikili!""",News Crawl 2019
The Cards were 2-0 up approaching the hour when Mauro Vilhete made it 2-1.,Iqembu le-Cards lalihamba phambili ngo-2-0 ngesikhathi esingangehora ngesikhathi iqembu i-Mauro Vilhete lifaka igoli kwaba ngu-2-1.,News Crawl 2019
"The difference ""is pretty jaw-dropping at the moment,"" lead researcher Dr Ragini Verma, a professor of radiology at the university, told Reuters in a phone interview.","Umehluko ""uyamangaza kakhulu okwamanje,"" kusho umholi wabacwaningi uDkt Ragini Verma, ongupholofesa emkhakheni weradiyoloji enyunivesithi, etshela i-Reuters enkulumweni yocingo.",News Crawl 2019
"In his email, Mr. Marko said he was writing the other regulators because he wanted ""to get some confidence back to us all that we as Authorities can sleep at night when that day comes when the MAX returns to service.""","Ku-imeyili yakhe, uMnu. Marko uthe ubhala ezinye izilawuli ngoba efuna ""ukubuyisa ukuzethemba kithi konke thina njengeziphathimandla ukuze sikwazi ukulala ebusuku lapho kufika lolo suku lapho i-MAX ibuyela emsebenzini.""",News Crawl 2019
"In March, Arcadia said job cuts and store closures from any restructuring would not be ""significant.""","NgoMashi, u-Arcadia wathi ukuncishiswa komsebenzi nokuvalwa kwezitolo ngenxa yokwakhiwa kabusha angeke “kube kukhulu kakhulu.”",News Crawl 2019
<i>White Wedding Fairytales</i> author Christyana Bambacas,<i>Incwadi ebizwa i-White Wedding Fairytales</i> umbhali wayo kunguChristyana Bambacas,News Crawl 2019
Lea lived a stone's throw from the gate.,ULea wayehlala bude buduze nasesangweni.,News Crawl 2019
Scientists have already shown that the theta rhythm is important for the integration of novel events in adults.,Ososayensi sebevele bakhombisile ukuthi isigqi se-theta sibalulekile mayelana nokudidiyelwa kwemicimbi yamanoveli kubantu abadala.,News Crawl 2019
"Dans le nord-ouest, la province d'Idleb constitue l'ultime grand bastion insurgé qui échappe à son emprise.","Dans le nord-ouest, la province d'Idleb constitue l'ultime grand bastion insurgé qui échappe à son emprise.",News Crawl 2019
"""This country needs this resolved and parliament is determined to give this the resolution that the country expects.",“Leli lizwe lidinga ukuthi le nto ixazululwe kanti iphalamende lizimisele ukuhlinzeka ngesixazululo esilindelwe yileli lizwe.,News Crawl 2019
"The lawsuit was originally filed in 2013 by Duquoin Burgess, a former government contracts manager for Navistar Defense.","Icala lavulwa okokuqala ngonyaka ka-2013 nguDuquoin Burgess, owayeyimenenja yezinkontileka zikahulumeni ze-Navistar Defense.",News Crawl 2019
"This Rugby World Cup opener will be played on Friday, September 20.","Lokhu kuvulwa kweNdebe Yomhlaba Yombhoxo kuzodlalwa ngoLwesihlanu, ngomhla wama-20 kuSepthemba.",News Crawl 2019
Other scientists said avoiding monoculture plantation forests and respecting local and indigenous people were crucial to ensuring reforestation succeeds in cutting carbon and boosting wildlife.,Abanye ososayensi bathe ukugwema amahlathi ezihlahla zohlobo olulodwa olungekho engcupheni lokuhlaselwa yizifo ekugawulweni nokuhlonipha abantu bendawo nabomdabu kubalulekile ekuqinisekiseni ukuthi amahlathi ahluma kabusha ngempumelelo ukuze kunciphe ikhabhoni ngenhloso yokufukula izilwane zasendle.,News Crawl 2019
"Ben Bush and his dog Floyd are pictured in front of a dazzling array of stars and planets near Hadrian's Wall in Hexham, Northumberland. He has won the ""people and space"" category in the Royal Observatory's 2019 Astronomy Photographer of the Year competition","UBen Bush nenja yakhe uFloyd basesithombeni ngaphambi kwezinhlobonhlobo zezinkanyezi namaplanethi aseduze ne-Hadrian's Wall eHexham, kwelaseNorthumberland. Uphumelele emkhakheni ""wabantu nendawo"" emncintiswaneni we-Royal Observatory's 2019 Astronomy Photographer of the Year",News Crawl 2019
"When you mention it to your pal she exclaims, ""I have a friend in Copenhagen!","Uma uyisho kumngane wakho uvee ababaze athi, ""Nginomngane waseCopenhagen!",News Crawl 2019
At first I said 'we're going to have to cancel it' but then my family and friends said 'you're not cancelling it. We will get through it'.,Ekuqaleni ngithe ‘sizoyikhansela’ kepha umndeni wami nabangane bami bathi ‘angeke uyikhansele.' Sizodlula kulokhu’,News Crawl 2019
"LONDON, Sept. 12, 2019 /PRNewswire/ -- Analysis by Component (Power Generation System, Power Distribution System), by Power Output (Up to 72 MW, 72 MW-400 MW, Above 400 MW) and by Vessel Type (Power Barge, Power Ship), Company and Country Analysis and Forecasts","E-LONDON, 12 Septhemba 2019 /PRNewswire/ -- Uhlaziyo olwenziwe yi-Component (Okuwuhlelo Oluphehla Amandla, Uhlelo Olusabalalisa Amandla), nge-Power Output (Efikela ku-72 MW, 72 MW-400 MW, Ngaphezulu kuka-400 MW) kanye nange- Vessel Type (I-Power Barge, i-Power Ship), Uhlaziyo Lwenkampani Nezwe kanye Nezibikezelo",News Crawl 2019
"He's best known for his photo of ""the Afghan girl"" with her green eyes, dark hair and red shawl which was on the cover of National Geographic in 1984, and has apparently become one of the world's most recognisable photos.","Waziwa kakhulu ngesithombe sakhe ""sentombazane yase-Afghan"" ngamehlo ayo aluhlaza, izinwele ezimnyama kanye netshali elibomvu esasikukhava ye-National Geographic ngo-1984, futhi saba ngesinye sezithombe ezaziwa kakhulu emhlabeni.",News Crawl 2019
"Evelyn Ngige, the Director of Public Health at the Federal Ministry of Health, disclosed this at the 62nd National Council of Health Meeting on Friday in Asaba.","U-Evelyn Ngige, onguMqondisi Wezempilo Yomphakathi e-Federal Ministry of Health, uveze lokhu Emhlanganweni wama-62 woMkhandlu Kazwelonke Wezempilo ngoLwesihlanu e-Asaba.",News Crawl 2019
The League and the anti-establishment Five Star Movement formed a coalition to govern just 14 months ago with Mr Conte as an independent as prime minister.,I-League kanye nenhlangano yezishoshovu i-Five Star Movement bakha umfelandawonye ezinyangeni eziyi-14 ezedlule ngenhloso yokubusa lapho uMnu Conte kungundunankulu ozimele.,News Crawl 2019
Fifteen years of passion and joy.,Iminyaka eyishumi nanhlanu yothando nentokozo.,News Crawl 2019
I'll try to see if I can meet her face to face.,Ngizobona ukuthi angeke yini ngikwazi ukuhlangana naye ubuso nobuso.,News Crawl 2019
"""I wouldn't say Federer played a bad match but Tsitsipas just held his nerve, held his nerve in the tie-breakers, especially the one in the fourth, and played some great tennis,"" Philippoussis said.","""Angeke ngasho ukuthi uFederer udlale kabi kodwa uTsitsipas uvele waba nesibindi, waba nesibindi kuma-tie-breakers, ikakhulukazi eyesine, futhi wadlala umdlalo omuhle wethenisi,"" kusho uPhilippoussis",News Crawl 2019
"""Nothing is easy or straightforward. It's not really fair,"" she says.","“Ayikho into elula noma eqondile. Akulungile ngempela,” kusho yena.",News Crawl 2019
"North Korea's moves and Trump's policy reversals have left Seoul frustrated, according to one South Korean diplomatic source.","Izinyathelo ezithathwe yi-North Korea kanye nokushintshwa kwenqubomgomo kaTrump kushiye iSeoul ikhungathekile, ngokusho komunye umthombo wezokuxhumana waseSouth Korea.",News Crawl 2019
"Among the assignments making life at the ISS so busy for the astronauts was the challenging task of capturing ""a Dragon.""","Phakathi kwemicimbi eyenza impilo e-ISS ibe matasa kangaka kosomkhathi kwaba umsebenzi oyinselele wokubamba ""iSilo.""",News Crawl 2019
"PANAMA CITY (Reuters) - At least 12 people were killed and another 13 were injured during a shootout among inmates at a jail near Panama City on Tuesday, officials said.","I-PANAMA CITY (Reuters) - Kubulawe okungenani abantu abayi-12 kwathi abanye abayi-13 balimala ngesikhathi kudutshulwana phakathi kweziboshwa ejele eliseduze nePanama City ngoLwesibili, kusho izikhulu.",News Crawl 2019
"The U.S. teams have produced their share of NHL players, with onetime Spokane Chiefs star Kailer Yamamoto, now with the Edmonton Oilers, having played bantam with L.A., as did Eric Comrie of the Detroit Red Wings and Chase De Leo of the Anaheim Ducks. Dallas is also formidable, having graduated brothers Seth and Caleb Jones to the Columbus Blue Jackets and Oilers, respectively.","Amaqembu aseMelika akhiqize isabelo sawo sabadlali be-NHL, okukhona kubo uSpokane oyisihlabane esaziwayo seChiefs njengoba uKailer Yamamoto, manje esedlalela i-Edmonton Oilers, bedlale i-bantam ne-LA, njengokufanayo no-Eric Comrie we-Detroit Red Wings kanye noChase De Leo we-Anaheim Ducks. I-Dallas nayo iyesabeka impela inamandla, njengoba uSeth ekhushulelwe kuku-Columbus Blue Jackets kanti umfowabo uCaleb Jones yena wakhushulelwa ku-Oilers.",News Crawl 2019
"CNN anchors Wolf Blitzer, Erin Burnett, Anderson Cooper, Chris Cuomo and Don Lemon will moderate individual candidate segments, and CNN Chief Climate Correspondent Bill Weir will join in the questioning throughout the event.","Abethuli bezinhlelo ze-CNN uWolf Blitzer, no-Erin Burnett, no-Anderson Cooper, noChris Cuomo kanye noDon Lemon bazohlunga abantu abahlolelwa izikhundla, kanti Nombhali Omkhulu Wezindaba Zesimo Sezulu we-CNN uBill Weir uzosijoyina sonke lesi sigcawu semibuzo ukusuka ekuqaleni kuze kuyophela.",News Crawl 2019
