zu,en,source
Le ndawo inakekela izingane eziphuma esikoleni ezisadinga ukufunda ikakhulukazi izingane zasemijondolo yaseMalukazi.,"The centre caters for school-going children who still need to study, especially children from Malukazi slums.",Newspaper
Lo mthetho ubeka ngokusobala ukuthi hlobo luni lokuziphatha oluvumelekile ezindaweni zomphakathi nokuthi yini inhlawulo uma umuntu etholakala ephula lo mthetho.,This law clearly sets out what type of conduct is allowed in public places and what the penalty is if a person is found to be in breach of this law.,Newspaper
Indawo iyohlolwa emva komhlangano ngokufumelana kwawabethamele.,The venue will be inspected after the meeting according to the resolution reached with those in attendance.,Newspaper
Yonke imibuzo Eyobuchwepheshe: Ucingo: 031- 311 4352 (Faizel M. Basheer) noma 031- 311 4328 (Anusha Moodley); Eminye: Ucingo: 031- 311 7757 (Michael Miller).,All Technical Questions: Phone: 031- 311 4352 (Faizel M. Basheer) or 031- 311 4328 (Anusha Moodley); Other: Phone: 031- 311 7757 (Michael Miller).,Newspaper
"Inselelo enkulu esiyibonile ukuthi asizange sizifeze ngendlela izinhlelo esinazo njengamanje,� kusho uSithole.","The biggest challenge we have seen is that we have not implemented the plans we have in place at the moment, � said Sithole.",Newspaper
Cishe sekuphele iminyaka engu 14 sizama ukuthola usizo lokufakelwa wona.,For almost 14 years we have been trying to get help with regard to having them installed for us.,Newspaper
"Inxanxathela yezitolo yakule ndawo yavalwa, kodwa manje isiphinde yavulwa kanti inezinhlobo zezitolo okubalwa kuzo nesefenisha kanye nebhusha.","The local shopping mall was closed, but has now reopened with a variety of stores, including furniture and a butcher's shop.",Newspaper
Isigaba 1 Sephrojekthi yezindlu yaseMapheleni (Mhlabunzima Ridge): Ukwakhiwa kwezindlu eziyi-22 eziyizitezi ezintathu kanye nengqalasizinda kuWadi 22 eClermont (1H- 12377).,Phase 1 of the Mapheleni Housing Project (Mhlabunzima Ridge): Construction of 22 three-storey houses and infrastructure in Ward 22 in Clermont (1H- 12377).,Newspaper
"U-NALEDI PANDOR UNaledi Pandor, nguNgqongqoshe wezeSayensi nobuChwepheshe.","NALEDI PANDOR Naledi Pandor, Minister of Science and Technology.",Newspaper
"Usuku lokuvala: 26 Julayi 2013 Umhlangano wabafisa ukufaka amathenda alo msebenzi, okuyimpoqo ukuwethamela, umhla ka 2013-07-18, kuCedaville Road, uchezuka kuBurnwood Road, eClare Hills, ngo-14:00.","Closing date: 26 July 2013 A compulsory site meeting for those who wish to tender for this job, on 2013-07-18, on Cedaville Road, off Burnwood Road, Clare Hills, at 14:00.",Newspaper
"Uyoze abuye yena futhi.Esingakuqondi kahle nesifisa ukucaciseleka kukhona, ukuthi kanti umshayeli uhamba nalo yini ibhasi alishayelayo, ayolipaka kwakhe?","He'll be back again. What we don't understand and we want clarification on, is if the driver is taking the bus he is driving, to park it at his house?",Newspaper
"Ngemuva kokuthi sinekelwe uMkhandlu, lesi sabelo zimali sizobe sesiyiswa emphakathini ukuze ubeke uvo lwawo.","Once submitted to the Council, this budget will be made available to the public for comment.",Newspaper
Uthe ukukhula ngonyaka phakathi kuka 2010 no 2015 bekungu-3.65% kanti inzuzo ebeyenziwa ngabakhiqizi ibiku-3.95%.,He said annual growth between 2010 and 2015 was 3.65% and the producers' profits were 3.95%.,Newspaper
Ukusingatha lombukiso wezimoto ohlonishwayo emhlabeni kuzoqinisekisa ukuthi iKwaZulu-Natal iba yisifundazwe esiyikhethele kwizivakashi.,Hosting this internationally acclaimed car show will ensure that KwaZulu-Natal becomes the province of choice for tourists.,Newspaper
"Usuku lokugcina lokulethwa kweziphakamiso umhlaka 01 Ephreli 2016, ngo-14:00.","The closing date for submissions is 01 April 2016, at 14:00.",Newspaper
Le ndawo ekukhulunywa ngayo ilinganiselwa ku-3 km kusukela ekuqaleni komfula osogwini laKwaZulu-Natal.,This area in question is approximately 3 km from the headwater on the KwaZulu-Natal coast.,Newspaper
Lo mbiko uphinde waveze nokuthi isibalo sabantu ababedla imbuya ngothi sasibalelwa ku-40 phesenti ngo-2001 kanti lesi sibalo sehle saze safinyelela ku-30 phesenti ngo-2011.,The report also revealed that the number of people who were living in poverty was estimated at 40 percent in 2001 and this figure has dropped to 30 percent in 2011.,Newspaper
Wengeze ngokuthi abantu abasebenza ngalo baqeqeshiwe futhi bayalwazi kanti akukho zindleko ezizoba khona ngokushintshelwa kulona.,He added that the people who work with it are trained and experienced and there will be no cost to switch to it.,Newspaper
Kulinganiselwa ukuthi abafaka amathenda kufanele babe ne-CIDB esesigabeni 4EB/EP noma ngaphezulu.,It is estimated that those who submit tenders must have CIDB at level 4EB/EP or above.,Newspaper
"Phambilini uMasipala ubungekho mandla ekuziqoqeleni imali, kodwa ke konke lokhu sekuzoshintsha njengoba sesizoziqoqela.","In the past the Municipality has not been able to collect revenue on it's own, but all of this is about to change as we are about to collect revenue ourselves.",Newspaper
Wayesebheke phansi uTiger ngesikhathi eqhubeka ekhuluma nomfundisi owayemlalele ngesineke esikhulu futhi ezwelana naye.,Tiger was looking down as he continued to talk to the pastor who listened to him with great patience and sympathy.,Novel
"Lokhu akusho ukuthi irobhothi lifile, kodwa kuthathwa njengophawu lokuma, bese kuthi umshayeli usengaqhubeka uma kuphephile.","This does not mean that the robot is out of order, but that it is considered a stop sign, and that the driver can proceed when it is safe to do so.",Newspaper
"Eminyakeni emine edlule, uMasipala ubulokhu uxhasa intsha esafufusa kwezemfashini.","For the past four years, the Municipality has been supporting emerging young fashionistas.",Newspaper
Ayikho imizamo eyenziwayo ukuze izakhamizi zakulendawo zikwazi ukuhamba ngezimoto zazo njengoba bepaka emgwaqweni.,No efforts are being made to provide local residents to be able to drive in with their vehicles as they park them on the street.,Newspaper
"Iziqubulo bezithi, �Ziqhenye ngolimu lwakho', 'Ulimu lwethu, lungamalungelo ethu'.","The slogans were, 'Be proud of your language', 'Our language, it is our rights'.",Newspaper
Zizokusiza nangokugcwalisa amafomu amathenda.,They will also assist you with completing tender forms.,Newspaper
UMasipala ukhuthaza amalungu omphakathi ukuthi aziqalele loluhlobo lwamabhizinisi ukuxosha ikati eziko kanye nokuthola amakhono.,The Municipality encourages members of the public to start their own businesses in order to chase away poverty and to gain skills.,Newspaper
Physical Requirements: 1.,Physical Requirements: 1.,Newspaper
Mayelana nolunye ulwazi ungasithinta ku-322 4035/4052.,For more information you can contact us at 322 4035/4052.,Newspaper
Ukuqinisekiswa kwemibuzo 6.,Verification of questions 6.,Newspaper
Ukubhalisa kuzoqala ngo07:00 kuphele ngo10:00 ekuseni.,Registration will begin at 07:00 and end at 10:00 am.,Newspaper
Amanye amaphrojekthi asephothuliwe endaweni yaKwaMnyandu kanti okunye kusaqhubeka nokwakhiwa futhi sekuya emaphethelweni.,Some projects have been completed in the KwaMnyandu area and others are still under construction and are nearing completion.,Newspaper
PR 12345 - Faka igama lakho lokungena eliyimfihlo lapho kufuneka khona i�Password�.,PR 12345 - Enter your username where the �Password� is required.,Newspaper
Essential Requirements: �Relevant 3 year tertiary qualifi cation.,Essential Requirements: �Relevant 3 year tertiary qualification.,Newspaper
Usuku lokudla lo mhlaba umhla ka-31 Okthoba 2013 kanti kusukela ngalolo suku ubunikazi balo mhlaba buzodlulela kuMasipala. b.,The date of expropriation is 31 October 2013 and from that date ownership of the property will be transfered to the Municipality. b.,Newspaper
"NgoMeyi, uMongameli uJacob Zuma unikeze uToyota igunya lokuvula isikhungo sokukhiqiza izimoto ezintsa eProspecton, eNingizimu yeTheku.","In May, President Jacob Zuma gave Toyota the go-ahead to open a new car manufacturing facility in Prospecton, South of Durban.",Newspaper
UMasipala ulandela inqubo yokuqasha esobala neneqiniso kuwo wonke umuntu.,The Municipality follows a transparent and fair hiring process for everyone.,Newspaper
UDube uthe elakuleli lizohlala lihlale libe nesomiso kanye nezikhukhula.,Dube said South Africa would continue to experience droughts and floods from time to time.,Newspaper
UMandela uzoba ngowokuqala ubuso bakhe obuzovela emalini yakuleli selokhu kwangena uHulumeni wentando yeningi.,Mandela will be the first person's face to appear in the South African currency since ushering in the democratic government.,Newspaper
"U-5km uvuleleke kubantu abaneminyaka engu-8 kuyaphezulu, kanti u-10km uvuleleke kubantu abaneminyaka engu- 15 kuyaphezulu.","5km is open to people aged 8 and over, and 10km is open to people aged 15 and over.",Newspaper
Lentuthuko idala amathuba emisebenzi kubahlali balendawo Izithombe: ZITHUNYELWE Kunohlelo lokwakhiwa kwezindlu nokuthuthukiswa kwengqalasizinda KwaNdengezi ku-Ward 12.,This development creates job opportunities for local residents Photos: DELIVERY There is a housing program and infrastructure development in KwaNdengezi in Ward 12.,Newspaper
Essential Requirements: �An appropriate level of primary education. �Valid motor vehicle drivers license (Code B). �1 Month relevant experience.,Essential Requirements: �An appropriate level of primary education. �Valid motor vehicle drivers license (Code B). �1 Month relevant experience.,Newspaper
NIYANXUSWA UKUBA NIQAPHELE LOKHU: a.,PLEASE NOTE THIS: a.,Newspaper
Inyanga ka-Disemba inyanga exwayisa abantu ngesifo sengculazi ngakho uMnyango wezeMpilo usuqalile ukusingatha imikhankaso ehlukene eqwashisa ngalesifo.,December is AIDS Awareness Month and the Department of Health has launched a number of awareness campaigns with regard to this disease.,Newspaper
"Mhlaka 7 Septhemba, abapheki abangu-21 kanye nababhaki babelane ngesamba semali elinganiselwa kuR250 000 ngokuba yingxenye yalo mncintiswano.","On September 7, 21 chefs and bakers shared an estimated cash prize of R250 000 by being part of this competition.",Newspaper
MAYELANA NATHI ABASEBENZI IMetro Ezasegagasini iphephandaba likaMasipala weTheku elidlulisa izindaba zentuthuko eThekwini.,ABOUT US EMPLOYEES Metro Ezasegagasini is the official EThekwini Municipality newspaper that publishes news with regard to the development in Durban.,Newspaper
"Intela kumele kube ikhokhwe ngesikhathi nomlando wezikweletu zekhaya ube muhle. -Libhalisiwe kwidatabase kaMasipala waseThekwini, iMunicipality�s Suppliers Database.",Taxes must be paid on time and the household credit history must be good. -Registered in the eThekwini Municipality's Suppliers' Database.,Newspaper
Abafisa ukuhambela lo mcimbi bangabekisa itafula labo elihlala abantu abangu- 10 ngemali enguR10 000.,Those wishing to attend the event can book their 10-seat table for R10 000.,Newspaper
Ibhekana nokusebenza kukaMasipala nsuku zonke futhi uyena ophendulayo eKomitini lamaKhansela ekusetshenzisweni kwezinqumo nemigomo eshaywe yileli komiti.,It is responsible for the day-to-day running of the Municipality and is accountable to the Committee of Councilors for the implementation of decisions and policies made by the committee.,Newspaper
"Njengengxenye yefestivali kuzoba nekhonsathi mhlaka 21 Meyi lapho kuzoba kunandisa khona uCassper Nyovest, Shekhinah noKyle kanye neDBN Nytes.","As part of the festival there will be a concert on May 21 featuring Cassper Nyovest, Shekhinah and Kyle and DBN Nytes.",Newspaper
"Isithombe: GUGU MQADI SIMPHIWE DLAMINI INDAWO eyibanga elingu 7Km ebhishi akuyona eyokubhukuda kuphela, nje kodwa uyakwazi ukuyozigijimela, uhambe khona kodwa ungayozidlela nothandiweyo wakho futhi.","Picture: GUGU MQADI SIMPHIWE DLAMINI The 7Km beach area is not only for swimming, you can also run, go for a walk but you can also eat out with your loved one.",Newspaper
Yonke imibuzo: Ucingo: 031- 322 2774 (Andile Ncapai).,All questions: Phone: 031- 322 2774 (Andile Ncapai).,Newspaper
Kwavela ukuthi iwashi libekwe endawni engafanele.,It turned out that the clock was in the wrong place.,Newspaper
Yonke imibuzo: Ucingo: 031- 311 7261 (V.,All questions: Phone: 031- 311 7261 (V.,Newspaper
"Echaza ukuthi kweza kanjani ukuthi le wadi ingene phansi kukaMasipala weTheku, uCele uthe ithathwe uMasipala ngemuva kokuthi uMasipala waseVulamehlo uhlakaziwe namawadi awo ayishumi.","Explaining how the ward came under the auspices of the eThekwini Municipality, Cele said it was taken over by the Municipality after the Vulamehlo Municipality was disbanded with its ten wards.",Newspaper
UDlamini-Zuma ungowesifazane wokuqala ukuqokelwa kulesi sikhundla.,Dlamini-Zuma is the first woman to be elected to this post.,Newspaper
I-tax clearance certifi cate 9.,Tax clearance certificate 9.,Newspaper
"Inhloso lapha bekuwukuqwashisa umphakathi ngokuthii-TB ikhona, futhi ingakubulala uma ungadli amaphilisi akho ngendlela.","The aim here was to make the public aware that TB exists, and it can kill you if you do not take your pills properly.",Newspaper
UMthetho iProperty Rates Act uvumela uMasipala ukuba abize imali yamarates ehlukile emikhakheni eyehlukene yezakhiwo.,The Property Rates Act allows the Municipality to charge different rates for different categories of properties.,Newspaper
"Usuku lokugcina lokulethwa kwezicelo umhlaka 31 Mashi 2016, ngo-12:00 emini.","The closing date for applications is 31 March 2016, at 12:00 noon.",Newspaper
Lezi zikhangiso ezingaphezu kuka-60 zidilizwe phansi ngamaphoyisa kaMasipala emizamweni yawo yokuqinisa ukulandelwa komthetho.,More than 60 advertisements were taken down by the Metro Police in an effort to enforce compliance with the law.,Newspaper
Inkinga yami ukuthi imali abathi angiyikhokhe manje inkulu kakhulu kunalena engangiyilindele.,My problem is that the amount they say I must pay now is much higher than I expected.,Newspaper
Sibusiso Sithole iMenenja yeDolobha SIMPHIWE DLAMINI UMnyango kaMasipala weTheku wakwaParks and Recreation and Culture usuwuphothulile umsebenzi wokwakha inkundla yezemidlalo eMzinyathi.,"Sibusiso Sithole, City Manager, SIMPHIWE DLAMINI The eThekwini Municipality's Parks and Recreation and Culture has completed the construction of a stadium in Umzinyathi.",Newspaper
